estado,situacao,votos,eleicao,ano,turno
Rondônia,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),345167,Presidente,2014,Turno 1
Acre,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),111610,Presidente,2014,Turno 1
Amazonas,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),915030,Presidente,2014,Turno 1
Roraima,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),82857,Presidente,2014,Turno 1
Pará,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),2040696,Presidente,2014,Turno 1
Amapá,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),198939,Presidente,2014,Turno 1
Tocantins,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),368348,Presidente,2014,Turno 1
Maranhão,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),2187668,Presidente,2014,Turno 1
Piauí,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),1235203,Presidente,2014,Turno 1
Ceará,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),3087115,Presidente,2014,Turno 1
R. G. do Norte,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),999452,Presidente,2014,Turno 1
Paraíba,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),1166632,Presidente,2014,Turno 1
Pernambuco,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),2126491,Presidente,2014,Turno 1
Alagoas,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),703674,Presidente,2014,Turno 1
Sergipe,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),601578,Presidente,2014,Turno 1
Bahia,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),4292325,Presidente,2014,Turno 1
Minas Gerais,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),4829513,Presidente,2014,Turno 1
Espirito Santo,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),653469,Presidente,2014,Turno 1
Rio de Janeiro ,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),2970486,Presidente,2014,Turno 1
São Paulo,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),5927503,Presidente,2014,Turno 1
Paraná,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),1972761,Presidente,2014,Turno 1
Santa Catarina,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),1140432,Presidente,2014,Turno 1
R. G. do Sul,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),2751098,Presidente,2014,Turno 1
M. G. do Sul,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),506951,Presidente,2014,Turno 1
Mato Grosso,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),616265,Presidente,2014,Turno 1
Goiás,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),1035673,Presidente,2014,Turno 1
Distrito Federal,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),362511,Presidente,2014,Turno 1
Rondônia,COMPARECIMENTO,852217,Nulos e Brancos 2014 Turno 2,2014,2
Acre,COMPARECIMENTO,394157,Nulos e Brancos 2014 Turno 2,2014,2
Amazonas,COMPARECIMENTO,1722286,Nulos e Brancos 2014 Turno 2,2014,2
Roraima,COMPARECIMENTO,250228,Nulos e Brancos 2014 Turno 2,2014,2
Pará,COMPARECIMENTO,3877989,Nulos e Brancos 2014 Turno 2,2014,2
Amapá,COMPARECIMENTO,389080,Nulos e Brancos 2014 Turno 2,2014,2
Tocantins,COMPARECIMENTO,750004,Nulos e Brancos 2014 Turno 2,2014,2
Maranhão,COMPARECIMENTO,3265307,Nulos e Brancos 2014 Turno 2,2014,2
Piauí,COMPARECIMENTO,1846232,Nulos e Brancos 2014 Turno 2,2014,2
Ceará,COMPARECIMENTO,4905479,Nulos e Brancos 2014 Turno 2,2014,2
R. G. do Norte,COMPARECIMENTO,1915732,Nulos e Brancos 2014 Turno 2,2014,2
Paraíba,COMPARECIMENTO,2324672,Nulos e Brancos 2014 Turno 2,2014,2
Pernambuco,COMPARECIMENTO,5225283,Nulos e Brancos 2014 Turno 2,2014,2
Alagoas,COMPARECIMENTO,1603589,Nulos e Brancos 2014 Turno 2,2014,2
Sergipe,COMPARECIMENTO,1222404,Nulos e Brancos 2014 Turno 2,2014,2
Bahia,COMPARECIMENTO,7654200,Nulos e Brancos 2014 Turno 2,2014,2
Minas Gerais,COMPARECIMENTO,12012050,Nulos e Brancos 2014 Turno 2,2014,2
Espirito Santo,COMPARECIMENTO,2075765,Nulos e Brancos 2014 Turno 2,2014,2
Rio de Janeiro ,COMPARECIMENTO,9421190,Nulos e Brancos 2014 Turno 2,2014,2
São Paulo,COMPARECIMENTO,25422496,Nulos e Brancos 2014 Turno 2,2014,2
Paraná,COMPARECIMENTO,6412571,Nulos e Brancos 2014 Turno 2,2014,2
Santa Catarina,COMPARECIMENTO,3988845,Nulos e Brancos 2014 Turno 2,2014,2
R. G. do Sul,COMPARECIMENTO,6860298,Nulos e Brancos 2014 Turno 2,2014,2
M. G. do Sul,COMPARECIMENTO,1397180,Nulos e Brancos 2014 Turno 2,2014,2
Mato Grosso,COMPARECIMENTO,1631824,Nulos e Brancos 2014 Turno 2,2014,2
Goiás,COMPARECIMENTO,3397505,Nulos e Brancos 2014 Turno 2,2014,2
Distrito Federal,COMPARECIMENTO,1656361,Nulos e Brancos 2014 Turno 2,2014,2
Rondônia,ABSTENÇÃO,274325,Nulos e Brancos 2014 Turno 2,2014,2
Acre,ABSTENÇÃO,112365,Nulos e Brancos 2014 Turno 2,2014,2
Amazonas,ABSTENÇÃO,503405,Nulos e Brancos 2014 Turno 2,2014,2
Roraima,ABSTENÇÃO,49191,Nulos e Brancos 2014 Turno 2,2014,2
Pará,ABSTENÇÃO,1308042,Nulos e Brancos 2014 Turno 2,2014,2
Amapá,ABSTENÇÃO,66288,Nulos e Brancos 2014 Turno 2,2014,2
Tocantins,ABSTENÇÃO,246386,Nulos e Brancos 2014 Turno 2,2014,2
Maranhão,ABSTENÇÃO,1230596,Nulos e Brancos 2014 Turno 2,2014,2
Piauí,ABSTENÇÃO,498273,Nulos e Brancos 2014 Turno 2,2014,2
Ceará,ABSTENÇÃO,1363558,Nulos e Brancos 2014 Turno 2,2014,2
R. G. do Norte,ABSTENÇÃO,410927,Nulos e Brancos 2014 Turno 2,2014,2
Paraíba,ABSTENÇÃO,510208,Nulos e Brancos 2014 Turno 2,2014,2
Pernambuco,ABSTENÇÃO,1128804,Nulos e Brancos 2014 Turno 2,2014,2
Alagoas,ABSTENÇÃO,391592,Nulos e Brancos 2014 Turno 2,2014,2
Sergipe,ABSTENÇÃO,231229,Nulos e Brancos 2014 Turno 2,2014,2
Bahia,ABSTENÇÃO,2525443,Nulos e Brancos 2014 Turno 2,2014,2
Minas Gerais,ABSTENÇÃO,3225049,Nulos e Brancos 2014 Turno 2,2014,2
Espirito Santo,ABSTENÇÃO,575959,Nulos e Brancos 2014 Turno 2,2014,2
Rio de Janeiro ,ABSTENÇÃO,2713771,Nulos e Brancos 2014 Turno 2,2014,2
São Paulo,ABSTENÇÃO,6558345,Nulos e Brancos 2014 Turno 2,2014,2
Paraná,ABSTENÇÃO,1448941,Nulos e Brancos 2014 Turno 2,2014,2
Santa Catarina,ABSTENÇÃO,867106,Nulos e Brancos 2014 Turno 2,2014,2
R. G. do Sul,ABSTENÇÃO,1525358,Nulos e Brancos 2014 Turno 2,2014,2
M. G. do Sul,ABSTENÇÃO,420367,Nulos e Brancos 2014 Turno 2,2014,2
Mato Grosso,ABSTENÇÃO,556522,Nulos e Brancos 2014 Turno 2,2014,2
Goiás,ABSTENÇÃO,932427,Nulos e Brancos 2014 Turno 2,2014,2
Distrito Federal,ABSTENÇÃO,239633,Nulos e Brancos 2014 Turno 2,2014,2
Rondônia,VOTOS EM BRANCO,10003,Nulos e Brancos 2014 Turno 2,2014,2
Acre,VOTOS EM BRANCO,3478,Nulos e Brancos 2014 Turno 2,2014,2
Amazonas,VOTOS EM BRANCO,27145,Nulos e Brancos 2014 Turno 2,2014,2
Roraima,VOTOS EM BRANCO,2269,Nulos e Brancos 2014 Turno 2,2014,2
Pará,VOTOS EM BRANCO,42600,Nulos e Brancos 2014 Turno 2,2014,2
Amapá,VOTOS EM BRANCO,3182,Nulos e Brancos 2014 Turno 2,2014,2
Tocantins,VOTOS EM BRANCO,6854,Nulos e Brancos 2014 Turno 2,2014,2
Maranhão,VOTOS EM BRANCO,34449,Nulos e Brancos 2014 Turno 2,2014,2
Piauí,VOTOS EM BRANCO,15918,Nulos e Brancos 2014 Turno 2,2014,2
Ceará,VOTOS EM BRANCO,69307,Nulos e Brancos 2014 Turno 2,2014,2
R. G. do Norte,VOTOS EM BRANCO,34825,Nulos e Brancos 2014 Turno 2,2014,2
Paraíba,VOTOS EM BRANCO,43718,Nulos e Brancos 2014 Turno 2,2014,2
Pernambuco,VOTOS EM BRANCO,102040,Nulos e Brancos 2014 Turno 2,2014,2
Alagoas,VOTOS EM BRANCO,24998,Nulos e Brancos 2014 Turno 2,2014,2
Sergipe,VOTOS EM BRANCO,19088,Nulos e Brancos 2014 Turno 2,2014,2
Bahia,VOTOS EM BRANCO,109102,Nulos e Brancos 2014 Turno 2,2014,2
Minas Gerais,VOTOS EM BRANCO,176025,Nulos e Brancos 2014 Turno 2,2014,2
Espirito Santo,VOTOS EM BRANCO,36408,Nulos e Brancos 2014 Turno 2,2014,2
Rio de Janeiro ,VOTOS EM BRANCO,261599,Nulos e Brancos 2014 Turno 2,2014,2
São Paulo,VOTOS EM BRANCO,500950,Nulos e Brancos 2014 Turno 2,2014,2
Paraná,VOTOS EM BRANCO,81325,Nulos e Brancos 2014 Turno 2,2014,2
Santa Catarina,VOTOS EM BRANCO,50922,Nulos e Brancos 2014 Turno 2,2014,2
R. G. do Sul,VOTOS EM BRANCO,146565,Nulos e Brancos 2014 Turno 2,2014,2
M. G. do Sul,VOTOS EM BRANCO,15633,Nulos e Brancos 2014 Turno 2,2014,2
Mato Grosso,VOTOS EM BRANCO,14723,Nulos e Brancos 2014 Turno 2,2014,2
Goiás,VOTOS EM BRANCO,56025,Nulos e Brancos 2014 Turno 2,2014,2
Distrito Federal,VOTOS EM BRANCO,29137,Nulos e Brancos 2014 Turno 2,2014,2
Rondônia,VOTOS NULOS,35810,Nulos e Brancos 2014 Turno 2,2014,2
Acre,VOTOS NULOS,8227,Nulos e Brancos 2014 Turno 2,2014,2
Amazonas,VOTOS NULOS,106241,Nulos e Brancos 2014 Turno 2,2014,2
Roraima,VOTOS NULOS,11153,Nulos e Brancos 2014 Turno 2,2014,2
Pará,VOTOS NULOS,171090,Nulos e Brancos 2014 Turno 2,2014,2
Amapá,VOTOS NULOS,15820,Nulos e Brancos 2014 Turno 2,2014,2
Tocantins,VOTOS NULOS,22640,Nulos e Brancos 2014 Turno 2,2014,2
Maranhão,VOTOS NULOS,87579,Nulos e Brancos 2014 Turno 2,2014,2
Piauí,VOTOS NULOS,61334,Nulos e Brancos 2014 Turno 2,2014,2
Ceará,VOTOS NULOS,246851,Nulos e Brancos 2014 Turno 2,2014,2
R. G. do Norte,VOTOS NULOS,163320,Nulos e Brancos 2014 Turno 2,2014,2
Paraíba,VOTOS NULOS,132050,Nulos e Brancos 2014 Turno 2,2014,2
Pernambuco,VOTOS NULOS,225812,Nulos e Brancos 2014 Turno 2,2014,2
Alagoas,VOTOS NULOS,63293,Nulos e Brancos 2014 Turno 2,2014,2
Sergipe,VOTOS NULOS,50841,Nulos e Brancos 2014 Turno 2,2014,2
Bahia,VOTOS NULOS,333948,Nulos e Brancos 2014 Turno 2,2014,2
Minas Gerais,VOTOS NULOS,427782,Nulos e Brancos 2014 Turno 2,2014,2
Espirito Santo,VOTOS NULOS,63384,Nulos e Brancos 2014 Turno 2,2014,2
Rio de Janeiro ,VOTOS NULOS,990320,Nulos e Brancos 2014 Turno 2,2014,2
São Paulo,VOTOS NULOS,1136874,Nulos e Brancos 2014 Turno 2,2014,2
Paraná,VOTOS NULOS,157481,Nulos e Brancos 2014 Turno 2,2014,2
Santa Catarina,VOTOS NULOS,115036,Nulos e Brancos 2014 Turno 2,2014,2
R. G. do Sul,VOTOS NULOS,263918,Nulos e Brancos 2014 Turno 2,2014,2
M. G. do Sul,VOTOS NULOS,28479,Nulos e Brancos 2014 Turno 2,2014,2
Mato Grosso,VOTOS NULOS,34872,Nulos e Brancos 2014 Turno 2,2014,2
Goiás,VOTOS NULOS,157735,Nulos e Brancos 2014 Turno 2,2014,2
Distrito Federal,VOTOS NULOS,103368,Nulos e Brancos 2014 Turno 2,2014,2
Rondônia,VOTOS NOS CANDIDATOS,806404,Nulos e Brancos 2014 Turno 2,2014,2
Acre,VOTOS NOS CANDIDATOS,382452,Nulos e Brancos 2014 Turno 2,2014,2
Amazonas,VOTOS NOS CANDIDATOS,1588900,Nulos e Brancos 2014 Turno 2,2014,2
Roraima,VOTOS NOS CANDIDATOS,236806,Nulos e Brancos 2014 Turno 2,2014,2
Pará,VOTOS NOS CANDIDATOS,3664299,Nulos e Brancos 2014 Turno 2,2014,2
Amapá,VOTOS NOS CANDIDATOS,370078,Nulos e Brancos 2014 Turno 2,2014,2
Tocantins,VOTOS NOS CANDIDATOS,720510,Nulos e Brancos 2014 Turno 2,2014,2
Maranhão,VOTOS NOS CANDIDATOS,3143279,Nulos e Brancos 2014 Turno 2,2014,2
Piauí,VOTOS NOS CANDIDATOS,1768980,Nulos e Brancos 2014 Turno 2,2014,2
Ceará,VOTOS NOS CANDIDATOS,4589321,Nulos e Brancos 2014 Turno 2,2014,2
R. G. do Norte,VOTOS NOS CANDIDATOS,1717587,Nulos e Brancos 2014 Turno 2,2014,2
Paraíba,VOTOS NOS CANDIDATOS,2148904,Nulos e Brancos 2014 Turno 2,2014,2
Pernambuco,VOTOS NOS CANDIDATOS,4897431,Nulos e Brancos 2014 Turno 2,2014,2
Alagoas,VOTOS NOS CANDIDATOS,1515298,Nulos e Brancos 2014 Turno 2,2014,2
Sergipe,VOTOS NOS CANDIDATOS,1152475,Nulos e Brancos 2014 Turno 2,2014,2
Bahia,VOTOS NOS CANDIDATOS,7211150,Nulos e Brancos 2014 Turno 2,2014,2
Minas Gerais,VOTOS NOS CANDIDATOS,11408243,Nulos e Brancos 2014 Turno 2,2014,2
Espirito Santo,VOTOS NOS CANDIDATOS,1975973,Nulos e Brancos 2014 Turno 2,2014,2
Rio de Janeiro ,VOTOS NOS CANDIDATOS,8169271,Nulos e Brancos 2014 Turno 2,2014,2
São Paulo,VOTOS NOS CANDIDATOS,23784672,Nulos e Brancos 2014 Turno 2,2014,2
Paraná,VOTOS NOS CANDIDATOS,6173765,Nulos e Brancos 2014 Turno 2,2014,2
Santa Catarina,VOTOS NOS CANDIDATOS,3822887,Nulos e Brancos 2014 Turno 2,2014,2
R. G. do Sul,VOTOS NOS CANDIDATOS,6449815,Nulos e Brancos 2014 Turno 2,2014,2
M. G. do Sul,VOTOS NOS CANDIDATOS,1353068,Nulos e Brancos 2014 Turno 2,2014,2
Mato Grosso,VOTOS NOS CANDIDATOS,1582229,Nulos e Brancos 2014 Turno 2,2014,2
Goiás,VOTOS NOS CANDIDATOS,3183745,Nulos e Brancos 2014 Turno 2,2014,2
Distrito Federal,VOTOS NOS CANDIDATOS,1523856,Nulos e Brancos 2014 Turno 2,2014,2
